고객ID,고객유형,생년,생월,거주지,시,구군,남여구분
66282355, 개인,1958.0,4.0,경기도,경기도, 광주시,여자
66758599, 개인,1975.0,1.0,경기도,경기도, 광주시,남자
66758509, 개인,1983.0,2.0,경기도,경기도, 광주시,여자
66299293, 개인,1969.0,9.0,경기도,경기도, 광주시,여자
66675444, 개인,1963.0,1.0,경기도,경기도, 광주시,여자
66128332, 개인,1970.0,4.0,경기도,경기도, 광주시,남자
66228840, 개인,1961.0,3.0,경기도,경기도, 광주시,여자
66758444, 개인,1942.0,2.0,경기도,경기도, 광주시,남자
66758453, 개인,1963.0,9.0,경기도,경기도, 광주시,여자
66423309, 개인,1966.0,11.0,서울특별시,서울특별시, 광진구,남자
66756385, 개인,1969.0,3.0,서울특별시,서울특별시, 광진구,남자
66571632, 개인,1981.0,8.0,서울특별시,서울특별시, 광진구,남자
66756204, 개인,1970.0,1.0,전라도,전라도, 구례군,남자
66755839, 개인,1968.0,7.0,전라도,전라도, 구례군,남자
66424303, 개인,1976.0,3.0,서울특별시,서울특별시, 구로구,남자
66171115, 개인,1980.0,3.0,서울특별시,서울특별시, 구로구,여자
66466141, 개인,1976.0,5.0,서울특별시,서울특별시, 구로구,여자
66758648, 개인,1976.0,1.0,서울특별시,서울특별시, 구로구,여자
66758815, 개인,1969.0,3.0,경기도,경기도, 구리시,여자
66758458, 개인,1959.0,2.0,경기도,경기도, 구리시,여자
66423812, 개인,1962.0,11.0,경기도,경기도, 구리시,여자
66758645, 개인,1946.0,2.0,경기도,경기도, 구리시,여자
66419641, 개인,199982.0,8.0,경상도,경상도, 구미시,여자
66758816, 개인,1978.0,4.0,경상도,경상도, 구미시,여자
66337747, 개인,1978.0,4.0,경상도,경상도, 구미시,여자
66423261, 개인,1972.0,1.0,경상도,경상도, 구미시,여자
66758643, 개인,1960.0,3.0,경상도,경상도, 구미시,남자
66758649, 개인,1971.0,3.0,전라도,전라도, 군산시,여자
66757909, 개인,1969.0,2.0,전라도,전라도, 군산시,여자
66757582, 개인,1961.0,3.0,경상도,경상도, 군위군,여자
66758877, 개인,1947.0,8.0,경기도,경기도, 군포시,남자
66758823, 개인,1981.0,9.0,경기도,경기도, 군포시,여자
66144165, 개인,1975.0,8.0,경기도,경기도, 군포시,남자
66757782, 개인,1974.0,10.0,경상도,부산광역시, 금정구,여자
66758072, 개인,1963.0,2.0,경상도,부산광역시, 금정구,여자
66758207, 개인,1945.0,3.0,경상도,부산광역시, 금정구,남자
66758348, 개인,1976.0,3.0,경상도,부산광역시, 금정구,여자
66718717, 개인,1964.0,10.0,경상도,부산광역시, 금정구,여자
66758820, 개인,1963.0,4.0,경상도,부산광역시, 금정구,여자
66758897, 개인,1970.0,6.0,경상도,부산광역시, 금정구,남자
66423062, 개인,1942.0,1.0,경상도,부산광역시, 금정구,여자
66423177, 개인,1983.0,11.0,서울특별시,서울특별시, 금천구,여자
66731490, 개인,1973.0,10.0,서울특별시,서울특별시, 금천구,여자
66757144, 개인,1972.0,3.0,서울특별시,서울특별시, 금천구,남자
66758255, 개인,1954.0,2.0,경상도,경상도, 김천시,여자
66758679, 개인,1982.0,8.0,경상도,경상도, 김천시,남자
66758308, 개인,1990.0,1.0,경기도,경기도, 김포시,여자
66758321, 개인,1969.0,10.0,경기도,경기도, 김포시,남자
66756551, 개인,1974.0,4.0,경기도,경기도, 김포시,여자
66758456, 개인,1953.0,2.0,경기도,경기도, 김포시,남자
66758920, 개인,1982.0,11.0,경기도,경기도, 김포시,남자
66173172, 개인,1966.0,1.0,경상도,경상도, 김해시,남자
66758070, 개인,1979.0,12.0,경상도,경상도, 김해시,남자
66755342, 개인,1982.0,8.0,경상도,경상도, 김해시,남자
66758325, 개인,1980.0,9.0,경상도,경상도, 김해시,남자
66757817, 개인,1973.0,9.0,경상도,경상도, 김해시,여자
66521867, 개인,1967.0,6.0,경상도,경상도, 김해시,남자
66194665, 개인,1975.0,3.0,경상도,경상도, 김해시,여자
66758819, 개인,1968.0,12.0,경상도,경상도, 김해시,여자
66758320, 개인,1981.0,12.0,경상도,경상도, 김해시,남자
66758715, 개인,1954.0,8.0,경상도,경상도, 김해시,여자
66758765, 개인,1965.0,12.0,경기도,인천광역시, 남구,여자
66671373, 개인,1977.0,6.0,경기도,인천광역시, 남구,남자
66758900, 개인,1960.0,5.0,경기도,인천광역시, 남구,남자
66758526, 개인,1972.0,8.0,경기도,인천광역시, 남구,여자
66758701, 개인,1986.0,3.0,경기도,인천광역시, 남구,남자
66423775, 개인,1999978.0,5.0,전라도,광주광역시, 남구,여자
66758600, 개인,1983.0,2.0,전라도,광주광역시, 남구,남자
66865779, 개인,1953.0,7.0,전라도,광주광역시, 남구,남자
66758799, 개인,1972.0,4.0,경상도,부산광역시, 남구,남자
66331658, 개인,1969.0,5.0,경상도,부산광역시, 남구,남자
66758349, 개인,1957.0,10.0,경상도,부산광역시, 남구,여자
66464668, 개인,1958.0,7.0,경상도,울산광역시, 남구,여자
66635455, 개인,1982.0,2.0,경상도,대구광역시, 남구,여자
66758280, 개인,1980.0,6.0,경기도,인천광역시, 남동구,여자
66165764, 개인,1964.0,2.0,경기도,인천광역시, 남동구,남자
66758737, 개인,1953.0,8.0,경기도,인천광역시, 남동구,여자
66423734, 개인,1990.0,10.0,경기도,인천광역시, 남동구,여자
66586254, 개인,1971.0,8.0,경기도,경기도, 남양주시,남자
66758567, 개인,1971.0,1.0,경기도,경기도, 남양주시,남자
66757020, 개인,1956.0,7.0,전라도,전라도, 남원시,남자
66757400, 개인,,,서울특별시,서울특별시, 노원구,여자
66757780, 개인,1979.0,8.0,서울특별시,서울특별시, 노원구,남자
66758781, 개인,1953.0,3.0,서울특별시,서울특별시, 노원구,여자
66757037, 개인,1968.0,10.0,서울특별시,서울특별시, 노원구,남자
66180881, 개인,1977.0,12.0,서울특별시,서울특별시, 노원구,여자
66758019, 개인,1971.0,6.0,서울특별시,서울특별시, 노원구,여자
66758756, 개인,1957.0,7.0,서울특별시,서울특별시, 노원구,남자
66756981, 개인,1975.0,10.0,서울특별시,서울특별시, 노원구,여자
66758912, 개인,1975.0,12.0,서울특별시,서울특별시, 노원구,남자
66331824, 개인,1971.0,1.0,서울특별시,서울특별시, 노원구,여자
66758558, 개인,1966.0,3.0,서울특별시,서울특별시, 노원구,여자
66423271, 개인,1981.0,3.0,충청도,충청도, 논산시,여자
66758193, 개인,1967.0,10.0,충청도,충청도, 단양군,남자
66758062, 개인,1960.0,7.0,충청도,충청도, 단양군,여자
66758539, 개인,1957.0,11.0,경상도,대구광역시, 달서구,남자
66423638, 개인,1950.0,12.0,경상도,대구광역시, 달성군,남자
66419693, 개인,1978.0,2.0,충청도,충청도, 당진군,여자
66758980, 개인,1969.0,7.0,충청도,충청도, 당진군,여자
66758497, 개인,1979.0,3.0,충청도,충청도, 당진군,여자
66758754, 개인,1977.0,10.0,충청도,대전광역시, 대덕구,여자
66423757, 개인,1975.0,11.0,충청도,대전광역시, 대덕구,남자
66757445, 개인,1967.0,5.0,충청도,대전광역시, 대덕구,여자
66422385, 개인,1959.0,10.0,서울특별시,서울특별시, 도봉구,남자
66758673, 개인,1977.0,10.0,서울특별시,서울특별시, 도봉구,여자
66753980, 개인,1964.0,1.0,서울특별시,서울특별시, 도봉구,여자
66512784, 개인,1963.0,11.0,서울특별시,서울특별시, 도봉구,여자
66601172, 개인,,,충청도,대전광역시, 동구,여자
66758077, 개인,1975.0,7.0,충청도,대전광역시, 동구,여자
66182028, 개인,1975.0,3.0,경기도,인천광역시, 동구,여자
66423840, 개인,1963.0,12.0,전라도,광주광역시, 동구,여자
66423020, 개인,1956.0,5.0,경상도,울산광역시, 동구,남자
66758519, 개인,1978.0,6.0,경상도,대구광역시, 동구,여자
66758735, 개인,1986.0,8.0,서울특별시,서울특별시, 동대문구,남자
66718199, 개인,1961.0,9.0,경상도,부산광역시, 동래구,여자
66757370, 개인,1983.0,12.0,서울특별시,서울특별시, 동작구,여자
66758096, 개인,1976.0,5.0,서울특별시,서울특별시, 동작구,여자
66620108, 개인,1983.0,1.0,서울특별시,서울특별시, 동작구,남자
66758847, 개인,1983.0,12.0,서울특별시,서울특별시, 동작구,여자
66758133, 개인,1970.0,6.0,서울특별시,서울특별시, 동작구,여자
66635702, 개인,,,서울특별시,서울특별시, 동작구,여자
66423575, 개인,1981.0,5.0,강원도,강원도, 동해시,남자
66758469, 개인,1980.0,12.0,서울특별시,서울특별시, 마포구,여자
66758700, 개인,1947.0,9.0,서울특별시,서울특별시, 마포구,여자
66758670, 개인,1964.0,12.0,전라도,전라도, 무안군,여자
66279127, 개인,,,경상도,부산광역시, 부산진구,남자
66758695, 개인,1965.0,1.0,경상도,부산광역시, 부산진구,여자
66758930, 개인,1967.0,10.0,경상도,부산광역시, 부산진구,남자
66420756, 개인,1964.0,6.0,경상도,부산광역시, 부산진구,여자
66425008, 개인,1983.0,9.0,경기도,경기도, 부천시 오정구,남자
66758741, 개인,1967.0,12.0,경기도,경기도, 부천시 오정구,여자
66757914, 개인,1959.0,3.0,경기도,경기도, 부천시 오정구,여자
66758590, 개인,1970.0,7.0,경기도,경기도, 부천시 오정구,남자
66717017, 개인,1982.0,1.0,경기도,경기도, 부천시 원미구,여자
66177864, 개인,1962.0,3.0,경기도,경기도, 부천시 원미구,여자
66758223, 개인,1993.0,3.0,경기도,경기도, 부천시 원미구,여자
66758620, 개인,1970.0,2.0,경기도,인천광역시, 부평구,남자
66757486, 개인,1980.0,1.0,경기도,인천광역시, 부평구,남자
66688379, 개인,1979.0,5.0,경기도,인천광역시, 부평구,여자
66756278, 개인,1973.0,6.0,경기도,인천광역시, 부평구,여자
66422344, 개인,1971.0,9.0,경기도,인천광역시, 부평구,여자
66365694, 개인,1978.0,1.0,전라도,광주광역시, 북구,남자
66757865, 개인,1956.0,7.0,전라도,광주광역시, 북구,여자
66132567, 개인,1981.0,5.0,전라도,광주광역시, 북구,여자
66141981, 개인,1953.0,3.0,전라도,광주광역시, 북구,여자
66758696, 개인,1988.0,5.0,,광주광역시, 북구,여자
66757064, 개인,1981.0,3.0,전라도,광주광역시, 북구,여자
66315710, 개인,1973.0,2.0,전라도,광주광역시, 북구,여자
66757744, 개인,1977.0,11.0,경상도,부산광역시, 북구,여자
66757157, 개인,1980.0,9.0,경상도,부산광역시, 북구,여자
66758559, 개인,1983.0,1.0,경상도,부산광역시, 북구,여자
66191423, 개인,1955.0,4.0,경상도,부산광역시, 북구,여자
66758571, 개인,1973.0,12.0,경상도,울산광역시, 북구,남자
66423250, 개인,1985.0,12.0,경상도,울산광역시, 북구,여자
66758659, 개인,1984.0,6.0,경상도,울산광역시, 북구,여자
66758864, 개인,1979.0,7.0,경상도,울산광역시, 북구,여자
66758564, 개인,1975.0,10.0,경상도,대구광역시, 북구,남자
66758466, 개인,1963.0,7.0,경상도,부산광역시, 사상구,남자
66690324, 개인,1972.0,1.0,경상도,경상도, 사천시,여자
66755905, 개인,1981.0,2.0,경상도,부산광역시, 사하구,여자
66758726, 개인,1977.0,5.0,경상도,부산광역시, 사하구,여자
66758884, 개인,1980.0,1.0,경상도,부산광역시, 사하구,남자
66758833, 개인,1954.0,1.0,경상도,부산광역시, 사하구,여자
66336105, 개인,1967.0,2.0,경상도,경상도, 산청군,여자
66758618, 개인,1962.0,7.0,충청도,대전광역시, 서구,남자
66758904, 개인,1966.0,4.0,충청도,대전광역시, 서구,여자
66758411, 개인,1987.0,7.0,충청도,대전광역시, 서구,여자
66758707, 개인,,,충청도,대전광역시, 서구,여자
66755260, 개인,1978.0,2.0,충청도,대전광역시, 서구,남자
66189304, 개인,1963.0,6.0,경기도,인천광역시, 서구,여자
66758205, 개인,1973.0,10.0,경기도,인천광역시, 서구,여자
66333255, 개인,1976.0,1.0,경기도,인천광역시, 서구,남자
66757002, 개인,1971.0,1.0,경기도,인천광역시, 서구,남자
66758867, 개인,1977.0,12.0,경기도,인천광역시, 서구,여자
66758477, 개인,1969.0,1.0,전라도,광주광역시, 서구,여자
66757693, 개인,1960.0,9.0,전라도,광주광역시, 서구,남자
66758465, 개인,1983.0,4.0,전라도,광주광역시, 서구,여자
66423621, 개인,1966.0,7.0,전라도,광주광역시, 서구,여자
66758414, 개인,1983.0,2.0,전라도,광주광역시, 서구,여자
66758441, 개인,1965.0,5.0,전라도,광주광역시, 서구,남자
66758501, 개인,1983.0,5.0,경상도,부산광역시, 서구,여자
66758925, 개인,1982.0,2.0,제주도,제주도, 서귀포시,여자
66758319, 개인,1983.0,8.0,서울특별시,서울특별시, 서대문구,여자
66753137, 개인,1955.0,6.0,서울특별시,서울특별시, 서대문구,여자
66758665, 개인,1978.0,10.0,서울특별시,서울특별시, 서대문구,남자
66689896, 개인,1966.0,1.0,서울특별시,서울특별시, 서초구,여자
66758758, 개인,1971.0,8.0,서울특별시,서울특별시, 서초구,남자
66758244, 개인,1976.0,5.0,서울특별시,서울특별시, 서초구,여자
66717197, 개인,1974.0,11.0,서울특별시,서울특별시, 서초구,남자
66386931, 개인,1958.0,6.0,서울특별시,서울특별시, 서초구,여자
66756867, 개인,1949.0,11.0,경기도,경기도, 성남시 분당구,남자
66454360, 개인,1957.0,4.0,경기도,경기도, 성남시 분당구,여자
66758891, 개인,1972.0,12.0,경기도,경기도, 성남시 분당구,여자
66758145, 개인,1958.0,7.0,경기도,경기도, 성남시 분당구,여자
66758543, 개인,1978.0,11.0,경기도,경기도, 성남시 수정구,남자
66237893, 개인,1975.0,3.0,경기도,경기도, 성남시 수정구,여자
66758839, 개인,1983.0,11.0,경기도,경기도, 성남시 수정구,남자
66758608, 개인,1973.0,2.0,경기도,경기도, 성남시 중원구,여자
66758739, 개인,1979.0,8.0,경기도,경기도, 성남시 중원구,여자
66758642, 개인,1974.0,9.0,경기도,경기도, 성남시 중원구,여자
66758500, 개인,1954.0,4.0,경기도,경기도, 성남시 중원구,남자
66423387, 개인,1968.0,2.0,서울특별시,서울특별시, 성동구,여자
66758910, 개인,1938.0,5.0,서울특별시,서울특별시, 성동구,여자
66755252, 개인,,,서울특별시,서울특별시, 성동구,여자
66241578, 개인,1969.0,10.0,서울특별시,서울특별시, 성북구,여자
66758850, 개인,1950.0,4.0,서울특별시,서울특별시, 성북구,남자
66753891, 개인,1979.0,1.0,서울특별시,서울특별시, 성북구,여자
66758329, 개인,1975.0,2.0,충청도,세종자치시, 세종자치시,여자
66758782, 개인,1963.0,1.0,서울특별시,서울특별시, 송파구,남자
66755363, 개인,1973.0,10.0,서울특별시,서울특별시, 송파구,여자
66758616, 개인,1966.0,1.0,서울특별시,서울특별시, 송파구,남자
66209295, 개인,1964.0,2.0,서울특별시,서울특별시, 송파구,여자
66758652, 개인,1945.0,10.0,경상도,대구광역시, 수성구,여자
66417714, 개인,1969.0,3.0,경상도,대구광역시, 수성구,남자
66423800, 개인,1988.0,4.0,경상도,대구광역시, 수성구,여자
66758631, 개인,1976.0,12.0,경상도,대구광역시, 수성구,남자
66235865, 개인,1969.0,10.0,경상도,대구광역시, 수성구,남자
66758789, 개인,1975.0,5.0,경상도,부산광역시, 수영구,여자
66423252, 개인,1966.0,12.0,경기도,경기도, 수원시 권선구,여자
66758445, 개인,1967.0,11.0,경기도,경기도, 수원시 권선구,남자
66756888, 개인,1983.0,9.0,경기도,경기도, 수원시 권선구,남자
66758725, 개인,1966.0,8.0,경기도,경기도, 수원시 영통구,여자
66758419, 개인,1964.0,4.0,경기도,경기도, 수원시 장안구,여자
66758446, 개인,1959.0,5.0,경기도,경기도, 수원시 장안구,남자
66423527, 개인,1974.0,6.0,경기도,경기도, 수원시 팔달구,남자
66158274, 개인,1961.0,8.0,경기도,경기도, 수원시 팔달구,여자
66758584, 개인,1968.0,9.0,전라도,전라도, 순천시,여자
66758940, 개인,1975.0,9.0,전라도,전라도, 순천시,남자
66758494, 개인,1976.0,5.0,전라도,전라도, 순천시,남자
66148108, 개인,1978.0,8.0,경기도,경기도, 시흥시,남자
66179414, 개인,1961.0,6.0,경기도,경기도, 시흥시,여자
66423308, 개인,1981.0,7.0,경기도,경기도, 시흥시,여자
66383798, 개인,,,경기도,경기도, 시흥시,남자
66758813, 개인,1981.0,7.0,경기도,경기도, 시흥시,남자
66160293, 개인,1972.0,8.0,경기도,경기도, 시흥시,남자
66227000, 개인,1979.0,1.0,충청도,충청도, 아산시,남자
66756078, 개인,1968.0,12.0,충청도,충청도, 아산시,여자
66758757, 개인,1986.0,6.0,경상도,경상도, 안동시,여자
66201828, 개인,1983.0,8.0,경상도,경상도, 안동시,여자
66758870, 개인,1974.0,12.0,경기도,경기도, 안산시 단원구,여자
66758654, 개인,1980.0,5.0,경기도,경기도, 안산시 단원구,여자
66754138, 개인,1981.0,8.0,경기도,경기도, 안산시 단원구,여자
66422479, 개인,1972.0,2.0,경기도,경기도, 안산시 단원구,여자
66758774, 개인,,,경기도,경기도, 안산시 단원구,여자
66758945, 개인,1965.0,6.0,경기도,경기도, 안산시 상록구,여자
66758572, 개인,1964.0,1.0,경기도,경기도, 안산시 상록구,여자
66758790, 개인,1964.0,12.0,경기도,경기도, 안산시 상록구,여자
66357367, 개인,1970.0,9.0,경기도,경기도, 안산시 상록구,남자
66758512, 개인,1987.0,8.0,경기도,경기도, 안산시 상록구,여자
66758832, 개인,1967.0,3.0,경기도,경기도, 안산시 상록구,여자
66200289, 개인,1976.0,11.0,경기도,경기도, 안성시,여자
66623331, 개인,1973.0,3.0,경기도,경기도, 안성시,여자
66758161, 개인,1983.0,5.0,경기도,경기도, 안양시 동안구,남자
66757758, 개인,1980.0,5.0,경기도,경기도, 안양시 동안구,여자
66758281, 개인,1965.0,5.0,경기도,경기도, 안양시 동안구,여자
66756490, 개인,,,경기도,경기도, 안양시 동안구,여자
66242466, 개인,1972.0,8.0,경기도,경기도, 안양시 동안구,여자
66423806, 개인,1972.0,4.0,경기도,경기도, 안양시 동안구,여자
66423802, 개인,1982.0,10.0,경기도,경기도, 안양시 동안구,여자
66758504, 개인,1967.0,1.0,경기도,경기도, 안양시 동안구,여자
66758503, 개인,1976.0,6.0,경기도,경기도, 안양시 만안구,여자
66419107, 개인,1977.0,12.0,경기도,경기도, 안양시 만안구,여자
66758279, 개인,1980.0,12.0,경기도,경기도, 안양시 만안구,여자
66758692, 개인,1976.0,3.0,경기도,경기도, 안양시 만안구,여자
66366766, 개인,1990.0,8.0,경기도,경기도, 안양시 만안구,여자
66505695, 개인,1957.0,6.0,경기도,경기도, 안양시 만안구,여자
66246764, 개인,1974.0,6.0,경기도,경기도, 안양시 만안구,여자
66423774, 개인,1962.0,1.0,경기도,경기도, 안양시 만안구,여자
66758821, 개인,1960.0,12.0,경상도,경상도, 양산시,남자
66218027, 개인,1967.0,12.0,경상도,경상도, 양산시,여자
66758471, 개인,1991.0,12.0,경상도,경상도, 양산시,여자
66758865, 개인,1979.0,7.0,경기도,경기도, 양주시,여자
66640221, 개인,1976.0,11.0,경기도,경기도, 양주시,여자
66423752, 개인,1948.0,2.0,경기도,경기도, 양주시,남자
66758921, 개인,1942.0,4.0,서울특별시,서울특별시, 양천구,남자
66758247, 개인,1960.0,4.0,서울특별시,서울특별시, 양천구,여자
66420390, 개인,1969.0,9.0,서울특별시,서울특별시, 양천구,여자
66754711, 개인,1953.0,12.0,서울특별시,서울특별시, 양천구,여자
66756495, 개인,1966.0,12.0,경기도,경기도, 양평군,여자
66234148, 개인,1967.0,11.0,경기도,경기도, 양평군,여자
66423006, 개인,1972.0,1.0,전라도,전라도, 여수시,남자
66423516, 개인,1979.0,1.0,전라도,전라도, 여수시,여자
66758664, 개인,1981.0,11.0,경기도,인천광역시, 연수구,여자
66659106, 개인,1970.0,7.0,경기도,인천광역시, 연수구,여자
66758485, 개인,1980.0,4.0,경기도,인천광역시, 연수구,여자
66758428, 개인,1982.0,2.0,경상도,부산광역시, 연제구,여자
66645685, 개인,1971.0,12.0,경상도,부산광역시, 연제구,여자
66757435, 개인,1964.0,2.0,경상도,부산광역시, 연제구,여자
66757903, 개인,,,경상도,부산광역시, 연제구,여자
66757672, 개인,1964.0,9.0,경상도,부산광역시, 연제구,남자
66423095, 개인,1967.0,9.0,전라도,전라도, 영광군,남자
66758922, 개인,1959.0,5.0,경상도,부산광역시, 영도구,여자
66758435, 개인,1975.0,2.0,경상도,부산광역시, 영도구,남자
66758460, 개인,1966.0,2.0,경상도,부산광역시, 영도구,여자
66758169, 개인,1962.0,1.0,서울특별시,서울특별시, 영등포구,여자
66758430, 개인,1947.0,2.0,서울특별시,서울특별시, 영등포구,남자
66757629, 개인,1962.0,4.0,서울특별시,서울특별시, 영등포구,여자
66757874, 개인,1958.0,3.0,경상도,경상도, 영주시,남자
66757929, 개인,1984.0,4.0,충청도,충청도, 예산군,여자
66758963, 개인,1941.0,8.0,충청도,충청도, 예산군,남자
66754145, 개인,1962.0,5.0,충청도,충청도, 예산군,남자
66758403, 개인,1971.0,5.0,충청도,충청도, 예산군,여자
66758903, 개인,1980.0,3.0,경기도,경기도, 오산시,남자
66758640, 개인,1982.0,11.0,경기도,경기도, 오산시,여자
66537584, 개인,1966.0,4.0,전라도,전라도, 완주군,남자
66758283, 개인,1955.0,2.0,전라도,전라도, 완주군,여자
66758273, 개인,1990.0,1.0,서울특별시,서울특별시, 용산구,여자
66758808, 개인,1976.0,3.0,서울특별시,서울특별시, 용산구,남자
66758802, 개인,1970.0,9.0,서울특별시,서울특별시, 용산구,남자
66758595, 개인,1976.0,1.0,경기도,경기도, 용인시 기흥구,여자
66372169, 개인,,,경기도,경기도, 용인시 기흥구,여자
66758439, 개인,1968.0,10.0,경기도,경기도, 용인시 수지구,여자
66423337, 개인,1960.0,3.0,경기도,경기도, 용인시 수지구,남자
66758993, 개인,1976.0,8.0,경기도,경기도, 용인시 수지구,여자
66422438, 개인,1972.0,9.0,경기도,경기도, 용인시 처인구,남자
66423611, 개인,1979.0,8.0,경상도,울산광역시, 울주군,남자
66205929, 개인,1978.0,8.0,경상도,울산광역시, 울주군,남자
